Window_index,Stage,MAE,SD of absolute error,MAPE,RMSE,Accuracy(3000),Step4,Step6.1,Step6.2,Time,Adopted_hidden_node
48,Inferencing,987.26,665.43,2.12,1143.15,100.0,212,0,0,62.54082489013672,15
49,Inferencing,328.69,156.04,0.70,355.39,100.0,212,0,0,62.3088014125824,15
50,Inferencing,361.13,291.83,0.77,440.78,100.0,212,0,0,62.62616562843323,15
51,Inferencing,415.69,286.25,0.88,484.0,100.0,212,0,0,62.36927676200867,15
52,Inferencing,1027.39,319.17,2.10,1063.92,100.0,212,0,0,62.467541217803955,15
53,Inferencing,1069.79,810.43,2.25,1279.47,100.0,212,0,0,62.39409852027893,15
54,Inferencing,3186.53,182.13,7.00,3190.43,25.0,212,0,0,63.121562242507935,15
55,Inferencing,5256.03,2670.26,12.95,5742.26,25.0,212,0,0,62.76145362854004,15
56,Inferencing,2269.68,1798.01,5.54,2752.46,75.0,211,0,1,65.52050757408142,18
57,Inferencing,1461.32,423.2,3.36,1506.58,100.0,212,0,0,74.92684769630432,18
58,Inferencing,3120.24,1167.31,6.77,3279.92,50.0,212,0,0,74.87161612510681,18
59,Inferencing,5675.5,857.4,11.33,5723.86,0.0,212,0,0,75.58076691627502,18
60,Inferencing,4359.06,1242.09,8.45,4489.83,25.0,212,0,0,74.51185250282288,18
61,Inferencing,1899.9,304.81,3.66,1918.15,100.0,212,0,0,74.79915452003479,18
62,Inferencing,936.35,244.7,1.81,960.03,100.0,212,0,0,74.73069262504578,18
63,Inferencing,1512.44,387.18,2.92,1549.16,100.0,212,0,0,74.57797527313232,18
64,Inferencing,4284.72,2272.51,7.75,4715.09,50.0,212,0,0,75.18996620178223,18
65,Inferencing,6660.9,350.83,11.49,6667.06,0.0,212,0,0,74.62521409988403,18
