Window_index,Stage,MAE,SD of absolute error,MAPE,RMSE,Accuracy(3000),Step4,Step6.1,Step6.2,Time,Adopted_hidden_node
43,Inferencing,350.33,312.04,0.71,442.45,100.0,212,0,0,1.212188482284546,1
44,Inferencing,556.61,493.17,1.14,701.59,100.0,212,0,0,1.215101957321167,1
45,Inferencing,1257.35,243.91,2.65,1274.97,100.0,212,0,0,1.1821517944335938,1
46,Inferencing,1122.6,425.46,2.41,1181.52,100.0,212,0,0,1.195941686630249,1
47,Inferencing,1658.65,461.47,3.55,1706.11,100.0,212,0,0,1.1556353569030762,1
48,Inferencing,2050.76,603.57,4.40,2116.33,100.0,212,0,0,1.2343907356262207,1
49,Inferencing,912.66,295.21,1.94,947.79,100.0,212,0,0,1.1989636421203613,1
50,Inferencing,753.0,356.52,1.60,813.85,100.0,212,0,0,1.207012414932251,1
51,Inferencing,265.49,117.07,0.56,284.19,100.0,212,0,0,1.2081379890441895,1
52,Inferencing,569.09,798.98,1.18,895.9,100.0,212,0,0,1.223071813583374,1
53,Inferencing,522.6,398.89,1.06,626.45,100.0,212,0,0,1.165869951248169,1
54,Inferencing,767.8,593.71,1.65,924.06,100.0,212,0,0,1.2251996994018555,1
55,Inferencing,472.16,52.61,1.04,474.35,100.0,212,0,0,1.2349300384521484,1
56,Inferencing,2072.0,1553.18,5.17,2470.32,50.0,212,0,0,1.20772385597229,1
57,Inferencing,1068.26,759.09,2.54,1254.33,100.0,212,0,0,1.2131612300872803,1
58,Inferencing,1172.34,109.57,2.68,1176.18,100.0,212,0,0,1.1899173259735107,1
59,Inferencing,454.48,358.34,0.97,550.33,100.0,212,0,0,1.2404558658599854,1
60,Inferencing,921.68,876.86,1.80,1194.22,100.0,212,0,0,1.2166082859039307,1
61,Inferencing,702.14,1054.06,1.36,1151.64,100.0,212,0,0,1.2201344966888428,1
62,Inferencing,2060.16,566.02,3.96,2117.68,100.0,212,0,0,1.212022304534912,1
63,Inferencing,1859.48,306.01,3.61,1878.27,100.0,212,0,0,1.2132947444915771,1
64,Inferencing,956.24,390.74,1.84,1014.35,100.0,212,0,0,1.2443592548370361,1
65,Inferencing,1684.68,868.26,3.02,1844.88,100.0,212,0,0,1.2074718475341797,1
