Window_index,Stage,MAE,SD of absolute error,MAPE,RMSE,Accuracy(3000),Step4,Step6.1,Step6.2,Time,Adopted_hidden_node
41,Inferencing,657.88,635.54,1.35,857.75,100.0,212,0,0,1.496199131011963,1
42,Inferencing,1833.91,388.52,3.67,1864.52,100.0,212,0,0,1.5042355060577393,1
43,Inferencing,186.23,82.18,0.38,199.36,100.0,212,0,0,1.4744577407836914,1
44,Inferencing,810.16,476.16,1.68,909.07,100.0,212,0,0,1.339834213256836,1
45,Inferencing,1665.53,238.58,3.56,1678.29,100.0,212,0,0,1.5045182704925537,1
46,Inferencing,1028.68,161.41,2.20,1038.13,100.0,212,0,0,1.3617854118347168,1
47,Inferencing,1445.89,795.69,3.09,1601.7,100.0,212,0,0,1.3240563869476318,1
48,Inferencing,2349.2,642.99,5.04,2414.3,100.0,212,0,0,1.5104048252105713,1
49,Inferencing,1093.36,617.32,2.31,1217.06,100.0,212,0,0,1.5077946186065674,1
50,Inferencing,1537.74,366.67,3.26,1570.19,100.0,212,0,0,1.5186665058135986,1
51,Inferencing,895.68,239.78,1.90,919.44,100.0,212,0,0,1.5045018196105957,1
52,Inferencing,1423.9,871.88,2.91,1611.71,100.0,212,0,0,1.4501159191131592,1
53,Inferencing,1073.77,767.41,2.19,1262.8,100.0,212,0,0,1.3418161869049072,1
54,Inferencing,2442.45,840.58,5.34,2548.63,75.0,212,0,0,1.1877450942993164,1
55,Inferencing,2229.41,2022.87,5.30,2835.36,75.0,212,0,0,1.2134337425231934,1
56,Inferencing,3715.43,2957.75,9.49,4512.83,50.0,212,0,0,1.4839329719543457,1
57,Inferencing,1743.81,323.17,4.07,1766.12,100.0,212,0,0,1.5023462772369385,1
58,Inferencing,1249.86,745.09,2.75,1406.6,100.0,212,0,0,1.4638807773590088,1
59,Inferencing,2737.45,280.19,5.62,2748.19,100.0,212,0,0,1.4803822040557861,1
60,Inferencing,2700.02,1173.84,5.19,2885.05,75.0,212,0,0,1.5298418998718262,1
61,Inferencing,822.44,587.08,1.60,966.9,100.0,212,0,0,1.4696860313415527,1
62,Inferencing,2062.56,447.25,3.98,2098.61,100.0,212,0,0,1.3708291053771973,1
63,Inferencing,2867.6,464.81,5.54,2895.71,50.0,212,0,0,1.334925651550293,1
64,Inferencing,3107.6,1414.62,5.82,3340.37,50.0,212,0,0,1.069875717163086,1
65,Inferencing,6220.3,608.05,10.79,6240.08,0.0,212,0,0,1.515101671218872,1
